,Predictor,Category,Data-coding,Source,Field ID,Transformation1,AOU Question,Unnamed: 6,AOU Answers,Question Concept ID,Answer ID,TERTILES,TERTILE_Answer,TIME TAKEN ,Transformation2,Notes
150,Alcohol.intake.frequency....Instance.0_5,Lifestyle and environment,5 :Special occasions only,Questionnaire/Interview at recruitment ,1558,One-Hot-Encoding ,How often did you have a drink containing alcohol in the past year?,,Drink Frequency Past Year: Monthly Or Less,1586201,1586203,,,,1,
151,Alcohol.intake.frequency....Instance.0_6,Lifestyle and environment,,,,,,,,,,,,,,
152,Alcohol.intake.versus.10.years.previously...Instance.0_1,Lifestyle and environment,1 : More nowadays,Questionnaire/Interview at recruitment ,1628,One-Hot-Encoding ,,,,,,,,,,
153,Alcohol.intake.versus.10.years.previously...Instance.0_2,Lifestyle and environment,2 : About the same,Questionnaire/Interview at recruitment ,1628,One-Hot-Encoding ,,,,,,,,,,
154,Alcohol.intake.versus.10.years.previously...Instance.0_3,Lifestyle and environment,3 : Less nowadays,Questionnaire/Interview at recruitment ,1628,One-Hot-Encoding ,,,,,,,,,,
155,Alcohol.usually.taken.with.meals...Instance.0_0,Lifestyle and environment,0 : No,Questionnaire/Interview at recruitment ,1618,One-Hot-Encoding ,,,,,,,,,,
156,Alcohol.usually.taken.with.meals...Instance.0_1,Lifestyle and environment,1 : Yes,Questionnaire/Interview at recruitment ,1618,One-Hot-Encoding ,,,,,,,,,,
157,Alcohol.usually.taken.with.meals...Instance.0_neg6,Lifestyle and environment,-6 : It varies,Questionnaire/Interview at recruitment ,1618,One-Hot-Encoding ,,,,,,,,,,
158,Answered.sexual.history.questions...Instance.0_1,Lifestyle and environment,1 : Continue,Questionnaire/Interview at recruitment ,2129,Boolean,,,,,,,,,,
159,Answered.sexual.history.questions...Instance.0_2,Lifestyle and environment,2 : Skip this section,Questionnaire/Interview at recruitment ,2129,Boolean,,,,,,,,,,
160,Attendance.disability.mobility.allowance...Instance.0_1,Sociodemographics,1 : Attendance allowance,Questionnaire/Interview at recruitment ,6146,One-Hot-Encoding ,,,Insurance Type Update: Medicare,43528428,43529210,,,,1,
161,Attendance.disability.mobility.allowance...Instance.0_2,Sociodemographics,2 : Disability living allowance,Questionnaire/Interview at recruitment ,6146,One-Hot-Encoding ,,,Insurance Type Update: Medicaid,43528428,43529209,,,,1,
162,Attendance.disability.mobility.allowance...Instance.0_3,Sociodemographics,3 : Blue badge,Questionnaire/Interview at recruitment ,6146,One-Hot-Encoding ,,,Insurance Type Update: Medicaid,43528428,43529209,,,,1,
163,Attendance.disability.mobility.allowance...Instance.0_neg7,Sociodemographics,-7 : None of the above,Questionnaire/Interview at recruitment ,6146,One-Hot-Encoding ,,,Insurance Type Update: Other Health Plan | Insurance Type Update: Purchased | Insurance Type Update: VA | Insurance Type Update: Military,43528428,43529095,,,,1,
164,Average.monthly.beer.plus.cider.intake...Instance.0_Middle.third,Lifestyle and environment,,Questionnaire/Interview at recruitment ,4429,Tertiles,,,,,,,,,,
165,Average.monthly.beer.plus.cider.intake...Instance.0_Upper.third,Lifestyle and environment,,Questionnaire/Interview at recruitment ,4429,Tertiles,,,,,,,,,,
166,Average.monthly.champagne.plus.white.wine.intake...Instance.0_Middle.third,Lifestyle and environment,,Questionnaire/Interview at recruitment ,4418,Tertiles,,,,,,,,,,
167,Average.monthly.champagne.plus.white.wine.intake...Instance.0_Upper.third,Lifestyle and environment,,Questionnaire/Interview at recruitment ,4418,Tertiles,,,,,,,,,,
168,Average.monthly.fortified.wine.intake...Instance.0_Middle.third,Lifestyle and environment,,Questionnaire/Interview at recruitment ,4451,Tertiles,,,,,,,,,,
169,Average.monthly.fortified.wine.intake...Instance.0_Upper.third,Lifestyle and environment,,Questionnaire/Interview at recruitment ,4451,Tertiles,,,,,,,,,,
170,Average.monthly.intake.of.other.alcoholic.drinks...Instance.0_Middle.third,Lifestyle and environment,,Questionnaire/Interview at recruitment ,4462,Tertiles,,,,,,,,,,
171,Average.monthly.intake.of.other.alcoholic.drinks...Instance.0_Upper.third,Lifestyle and environment,,Questionnaire/Interview at recruitment ,4462,Tertiles,,,,,,,,,,
172,Average.monthly.red.wine.intake...Instance.0_Middle.third,Lifestyle and environment,,Questionnaire/Interview at recruitment ,4407,Tertiles,,,,,,,,,,
173,Average.monthly.red.wine.intake...Instance.0_Upper.third,Lifestyle and environment,,Questionnaire/Interview at recruitment ,4407,Tertiles,,,,,,,,,,
174,Average.monthly.spirits.intake...Instance.0_Middle.third,Lifestyle and environment,,Questionnaire/Interview at recruitment ,4440,Tertiles,,,,,,,,,,
175,Average.monthly.spirits.intake...Instance.0_Upper.third,Lifestyle and environment,,Questionnaire/Interview at recruitment ,4440,Tertiles,,,,,,,,,,
176,Average.total.household.income.before.tax...Instance.0_1,Sociodemographics,"1 : Less than £18,000",Questionnaire/Interview at recruitment ,738,One-Hot-Encoding ,What is your annual household income from all sources?,,Annual Income: less 10k | Annual Income: 10k 25k,1585375,1585377,,,,1,
177,Average.total.household.income.before.tax...Instance.0_1,Sociodemographics,"1 : Less than £18,000",Questionnaire/Interview at recruitment ,738,One-Hot-Encoding ,What is your annual household income from all sources?,,Annual Income: less 10k | Annual Income: 10k 25k,1585375,1585376,,,,1,
178,Average.total.household.income.before.tax...Instance.0_2,Sociodemographics,"2 : £18,000 to £30,999",Questionnaire/Interview at recruitment ,738,One-Hot-Encoding ,,,Annual Income: 25k 35k,1585375,1585378,,,,1,
179,Average.total.household.income.before.tax...Instance.0_3,Sociodemographics,"3 : £31,000 to £51,999",Questionnaire/Interview at recruitment ,738,One-Hot-Encoding ,,,Annual Income: 35k 50k | Annual Income: 50k 75k |,1585375,1585379,,,,1,
180,Average.total.household.income.before.tax...Instance.0_3,Sociodemographics,"3 : £31,000 to £51,999",Questionnaire/Interview at recruitment ,738,One-Hot-Encoding ,,,Annual Income: 35k 50k | Annual Income: 50k 75k |,1585375,1585380,,,,1,
181,Average.total.household.income.before.tax...Instance.0_4,Sociodemographics,"4 : £52,000 to £100,000",Questionnaire/Interview at recruitment ,738,One-Hot-Encoding ,,,Annual Income: 75k 100k |Annual Income: 100k 150| Annual Income: 150k 200k,1585375,1585381,,,,1,
182,Average.total.household.income.before.tax...Instance.0_4,Sociodemographics,"4 : £52,000 to £100,000",Questionnaire/Interview at recruitment ,738,One-Hot-Encoding ,,,Annual Income: 75k 100k |Annual Income: 100k 150| Annual Income: 150k 200k,1585375,1585382,,,,1,
183,Average.total.household.income.before.tax...Instance.0_4,Sociodemographics,"4 : £52,000 to £100,000",Questionnaire/Interview at recruitment ,738,One-Hot-Encoding ,,,Annual Income: 75k 100k |Annual Income: 100k 150| Annual Income: 150k 200k,1585375,1585383,,,,1,
184,Average.total.household.income.before.tax...Instance.0_5,Sociodemographics,"5 : Greater than £100,000",Questionnaire/Interview at recruitment ,738,One-Hot-Encoding ,,,Annual Income: more 200k,1585375,1585384,,,,1,
185,Average.weekly.beer.plus.cider.intake...Instance.0_Middle.third,Lifestyle and environment,,Questionnaire/Interview at recruitment ,1588,Tertiles,,,,,,,,,,
186,Average.weekly.beer.plus.cider.intake...Instance.0_Upper.third,Lifestyle and environment,,Questionnaire/Interview at recruitment ,1588,Tertiles,,,,,,,,,,
187,Average.weekly.champagne.plus.white.wine.intake...Instance.0_Middle.third,Lifestyle and environment,,Questionnaire/Interview at recruitment ,1578,Tertiles,,,,,,,,,,
188,Average.weekly.champagne.plus.white.wine.intake...Instance.0_Upper.third,Lifestyle and environment,,Questionnaire/Interview at recruitment ,1578,Tertiles,,,,,,,,,,
189,Average.weekly.fortified.wine.intake...Instance.0_Middle.third,Lifestyle and environment,,Questionnaire/Interview at recruitment ,1608,Tertiles,,,,,,,,,,
190,Average.weekly.fortified.wine.intake...Instance.0_Upper.third,Lifestyle and environment,,Questionnaire/Interview at recruitment ,1608,Tertiles,,,,,,,,,,
191,Average.weekly.intake.of.other.alcoholic.drinks...Instance.0_Middle.third,Lifestyle and environment,,Questionnaire/Interview at recruitment ,5364,Tertiles,,,,,,,,,,
192,Average.weekly.intake.of.other.alcoholic.drinks...Instance.0_Upper.third,Lifestyle and environment,,Questionnaire/Interview at recruitment ,5364,Tertiles,,,,,,,,,,
193,Average.weekly.red.wine.intake...Instance.0_Middle.third,Lifestyle and environment,,Questionnaire/Interview at recruitment ,1568,Tertiles,,,,,,,,,,
194,Average.weekly.red.wine.intake...Instance.0_Upper.third,Lifestyle and environment,,Questionnaire/Interview at recruitment ,1568,Tertiles,,,,,,,,,,
195,Average.weekly.spirits.intake...Instance.0_Middle.third,Lifestyle and environment,,Questionnaire/Interview at recruitment ,1598,Tertiles,,,,,,,,,,
196,Average.weekly.spirits.intake...Instance.0_Upper.third,Lifestyle and environment,,Questionnaire/Interview at recruitment ,1598,Tertiles,,,,,,,,,,
197,Back.pain.for.3..months...Instance.0_0,Health and medical history,0 : No,Questionnaire/Interview at recruitment ,3571,Boolean,,,,,,,,,,
198,Back.pain.for.3..months...Instance.0_1,Health and medical history,1 : Yes,Questionnaire/Interview at recruitment ,3571,Boolean,,,,,,,,,,
199,Beef.intake...Instance.0_0,Lifestyle and environment,0 : Never,Questionnaire/Interview at recruitment ,1369,One-Hot-Encoding ,,,,,,,,,,
200,Beef.intake...Instance.0_1,Lifestyle and environment,1 : Less than once a week,Questionnaire/Interview at recruitment ,1369,One-Hot-Encoding ,,,,,,,,,,
201,Beef.intake...Instance.0_2,Lifestyle and environment,2 : Once a week,Questionnaire/Interview at recruitment ,1369,One-Hot-Encoding ,,,,,,,,,,
202,Beef.intake...Instance.0_3,Lifestyle and environment,3 : 2-4 times a week,Questionnaire/Interview at recruitment ,1369,One-Hot-Encoding ,,,,,,,,,,
203,Beef.intake...Instance.0_4,Lifestyle and environment,4 : 5-6 times a week,Questionnaire/Interview at recruitment ,1369,One-Hot-Encoding ,,,,,,,,,,
204,Bilateral.oophorectomy..both.ovaries.removed....Instance.0_0,Sex-specific factors,0 : No,Questionnaire/Interview at recruitment ,2834,Boolean,Have you ever had an ovary removed? (1585796) |,,Ovary Removal History: No,1585796,1585799,,,,1,
205,Bilateral.oophorectomy..both.ovaries.removed....Instance.0_0,Sex-specific factors,0 : Yes,Questionnaire/Interview at recruitment ,2834,Boolean,Have you ever had an ovary removed? (1585796) |,,Ovary Removal History: No,1585796,1585797,,,,0,
206,Bilateral.oophorectomy..both.ovaries.removed....Instance.0_1,Sex-specific factors,0 : No,Questionnaire/Interview at recruitment ,2834,Boolean,Have you ever had an ovary removed? (1585796) |,, Ovary Removal History: Yes Both,1585796,1585797,,,,1,
207,Bilateral.oophorectomy..both.ovaries.removed....Instance.0_1,Sex-specific factors,1 : Yes,Questionnaire/Interview at recruitment ,2834,Boolean,Have you ever had an ovary removed? (1585796) |,, Ovary Removal History: Yes Both,1585796,1585799,,,,0,
208,Birth.weight.of.first.child...Instance.0_Lower.third,Sex-specific factors,,Questionnaire/Interview at recruitment ,2744,Tertiles,,,,,,,,,,
209,Birth.weight.of.first.child...Instance.0_Middle.third,Sex-specific factors,,Questionnaire/Interview at recruitment ,2744,Tertiles,,,,,,,,,,
210,Birth.weight.of.first.child...Instance.0_Upper.third,Sex-specific factors,,Questionnaire/Interview at recruitment ,2744,Tertiles,,,,,,,,,,
211,Birth.weight.of.first.child...Instance.0_neg2,Sex-specific factors,-2 : Only had twins,Questionnaire/Interview at recruitment ,2744,One-Hot-Encoding ,,,,,,,,,,
212,Blood.clot..DVT..bronchitis..emphysema..asthma..rhinitis..eczema..allergy.diagnosed.by.doctor...Instance.0_5,Health and medical history,5 : Blood clot in the leg (DVT),Questionnaire/Interview at recruitment ,2966,Tertiles,"Including yourself, who in your family has had pulmonary embolism or deep vein thrombosis (DVT)? Select all that apply. (836849)",,,836849,43529748,,,,1,
213,Blood.clot..DVT..bronchitis..emphysema..asthma..rhinitis..eczema..allergy.diagnosed.by.doctor...Instance.0_6,Health and medical history,6 : Emphysema/chronic,Questionnaire/Interview at recruitment ,2966,One-Hot-Encoding ,"Including yourself, who in your family has had chronic lung disease (COPD, emphysema, or bronchitis)? Select all that apply. (836858)",,,836858,1384567,,,,1,
214,Blood.clot..DVT..bronchitis..emphysema..asthma..rhinitis..eczema..allergy.diagnosed.by.doctor...Instance.0_7,Health and medical history,7 : Blood clot in the lung bronchitis,Questionnaire/Interview at recruitment ,6152,One-Hot-Encoding ,"Including yourself, who in your family has had chronic lung disease (COPD, emphysema, or bronchitis)? Select all that apply. (836858)",,,836858,1384567,,,,1,
215,Blood.clot..DVT..bronchitis..emphysema..asthma..rhinitis..eczema..allergy.diagnosed.by.doctor...Instance.0_8,Health and medical history,8 : Asthma,Questionnaire/Interview at recruitment ,6152,One-Hot-Encoding ,"Including yourself, who in your family has had asthma? Select all that apply. (836815)",,,836815,43528439,,,,1,
216,Blood.clot..DVT..bronchitis..emphysema..asthma..rhinitis..eczema..allergy.diagnosed.by.doctor...Instance.0_9,Health and medical history,"9 : Hayfever, allergic rhinitis or eczema",Questionnaire/Interview at recruitment ,6152,One-Hot-Encoding ,"Including yourself, who in your family has had allergies? Select all that apply. (836791)",,,836791,43528377,,,,1,
217,Blood.clot..DVT..bronchitis..emphysema..asthma..rhinitis..eczema..allergy.diagnosed.by.doctor...Instance.0_neg7,,-7 : None of the above,Questionnaire/Interview at recruitment ,6152,One-Hot-Encoding ,,,,,,,,,,
218,Bread.intake...Instance.0,Lifestyle and environment,,Questionnaire/Interview at recruitment ,1438,"Log - standardscaling (mean=0, std=1) ",,,,,,,,,,
219,Bread.type...Instance.0_1,Lifestyle and environment,1 : White,Questionnaire/Interview at recruitment ,1448,One-Hot-Encoding ,,,,,,,,,,
220,Bread.type...Instance.0_2,Lifestyle and environment,2 : Brown,Questionnaire/Interview at recruitment ,1448,One-Hot-Encoding ,,,,,,,,,,
221,Bread.type...Instance.0_3,Lifestyle and environment,3 : Wholemeal or wholegrain,Questionnaire/Interview at recruitment ,1448,One-Hot-Encoding ,,,,,,,,,,
222,Bread.type...Instance.0_4,,4 : Other type of bread,Questionnaire/Interview at recruitment ,1448,One-Hot-Encoding ,,,,,,,,,,
223,Breastfed.as.a.baby...Instance.0_0,,0 : No,Questionnaire/Interview at recruitment ,1677,Boolean,,,,,,,,,,
224,Breastfed.as.a.baby...Instance.0_1,,1 : Yes,Questionnaire/Interview at recruitment ,1677,Boolean,,,,,,,,,,
225,Cancer.diagnosed.by.doctor...Instance.0_0,Health and medical history,0 : No,Questionnaire/Interview at recruitment,2453,Boolean,Have you or anyone in your family ever been diagnosed with the following cancer conditions? Think only of the people you are related to by blood. Select all that apply. (43528515),,,43528515,903095,,,,1,
226,Cancer.diagnosed.by.doctor...Instance.0_1,Health and medical history,1 : Yes,Questionnaire/Interview at recruitment,2453,Boolean,Have you or anyone in your family ever been diagnosed with the following cancer conditions? Think only of the people you are related to by blood. Select all that apply. (43528515),,,43528515,836741,,,,1,
227,Cancer.diagnosed.by.doctor...Instance.0_1,Health and medical history,1 : Yes,Questionnaire/Interview at recruitment,2453,Boolean,Have you or anyone in your family ever been diagnosed with the following cancer conditions? Think only of the people you are related to by blood. Select all that apply. (43528515),,,43528515,836742,,,,1,
228,Cancer.diagnosed.by.doctor...Instance.0_1,Health and medical history,1 : Yes,Questionnaire/Interview at recruitment,2453,Boolean,Have you or anyone in your family ever been diagnosed with the following cancer conditions? Think only of the people you are related to by blood. Select all that apply. (43528515),,,43528515,836743,,,,1,
229,Cancer.diagnosed.by.doctor...Instance.0_1,Health and medical history,1 : Yes,Questionnaire/Interview at recruitment,2453,Boolean,Have you or anyone in your family ever been diagnosed with the following cancer conditions? Think only of the people you are related to by blood. Select all that apply. (43528515),,,43528515,43528491,,,,1,
